"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"12426",99911455,"English11455",6,"NonFoodProducts",3,-1,2,3,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
"12428",99911455,"English11455",10,"TourismandRecreation",7,-1,2,4,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
"12430",99911455,"English11455",7,"TourismandRecreation",7,-1,2,5,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
"12432",99911455,"English11455",3,"NonFoodProducts",3,-1,2,6,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
"12434",99911455,"English11455",5,"AboriginalNeeds",2,-1,2,7,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
"12436",99911455,"English11455",4,"AboriginalNeeds",2,-1,2,8,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
"12438",99911455,"English11455",1,"NonFoodProducts",3,-1,2,9,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
"12440",99911455,"English11455",8,"NonFoodProducts",3,-1,2,10,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
"12442",99911457,"English11457",10,"CarbonStorage",4,-1,2,1,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12444",99911457,"English11457",8,"Foodprovision",1,-1,2,2,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12446",99911457,"English11457",4,"CarbonStorage",4,-1,2,3,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12448",99911457,"English11457",3,"NonFoodProducts",3,-1,2,4,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12450",99911457,"English11457",9,"NonFoodProducts",3,-1,2,5,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12452",99911457,"English11457",6,"NonFoodProducts",3,-1,2,6,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12454",99911457,"English11457",2,"Biodiversity",10,-1,2,7,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12456",99911457,"English11457",7,"TourismandRecreation",7,-1,2,8,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12458",99911457,"English11457",1,"NonFoodProducts",3,-1,2,9,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12460",99911457,"English11457",5,"Biodiversity",10,-1,2,10,"ON","morethan100",18,"female","bachelors","morethan20","no","","NDP",2,3,"45to54",726058.703258672,">1000km",1,"none","none",49.5
"12462",99911458,"English11458",4,"CoastalProtection",5,-1,2,1,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12464",99911458,"English11458",1,"TourismandRecreation",7,-1,2,2,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12466",99911458,"English11458",10,"TourismandRecreation",7,-1,2,3,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12468",99911458,"English11458",9,"TourismandRecreation",7,-1,2,4,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12470",99911458,"English11458",8,"IconicPlacesandSpecies",8,-1,2,5,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12472",99911458,"English11458",3,"IconicPlacesandSpecies",8,-1,2,6,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12474",99911458,"English11458",5,"CoastalLivelihoods",6,-1,2,7,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12476",99911458,"English11458",2,"IconicPlacesandSpecies",8,-1,2,8,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12478",99911458,"English11458",7,"IconicPlacesandSpecies",8,-1,2,9,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12480",99911458,"English11458",6,"IconicPlacesandSpecies",8,-1,2,10,"MR","none",0,"female","college","morethan20","no","no","liberal",9,6,"25to34",4663.84418613117,"<100km",0,"none","none",29.5
"12482",99911459,"English11459",2,"AboriginalNeeds",2,-1,2,1,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12484",99911459,"English11459",7,"TourismandRecreation",7,-1,2,2,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12486",99911459,"English11459",10,"TourismandRecreation",7,-1,2,3,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12488",99911459,"English11459",3,"NonFoodProducts",3,-1,2,4,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12490",99911459,"English11459",9,"TourismandRecreation",7,-1,2,5,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12492",99911459,"English11459",6,"TourismandRecreation",7,-1,2,6,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12494",99911459,"English11459",5,"AboriginalNeeds",2,-1,2,7,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12496",99911459,"English11459",8,"NonFoodProducts",3,-1,2,8,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12498",99911459,"English11459",1,"TourismandRecreation",7,-1,2,9,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12500",99911459,"English11459",4,"AboriginalNeeds",2,-1,2,10,"ON","none",9,"female","bachelors","morethan20","no","no","NDP",4,3,"25to34",376672.638713166,"<500km",3,"none","none",29.5
"12502",99911460,"English11460",7,"TourismandRecreation",7,-1,2,1,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12504",99911460,"English11460",3,"NonFoodProducts",3,-1,2,2,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12506",99911460,"English11460",4,"AboriginalNeeds",2,-1,2,3,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12508",99911460,"English11460",8,"NonFoodProducts",3,-1,2,4,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12510",99911460,"English11460",10,"CoastalLivelihoods",6,-1,2,5,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12512",99911460,"English11460",1,"NonFoodProducts",3,-1,2,6,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12514",99911460,"English11460",9,"AboriginalNeeds",2,-1,2,7,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12516",99911460,"English11460",2,"AboriginalNeeds",2,-1,2,8,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12518",99911460,"English11460",6,"NonFoodProducts",3,-1,2,9,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12520",99911460,"English11460",5,"AboriginalNeeds",2,-1,2,10,"BC","lessthan5",36,"male","HS","morethan20","no","no","dontknow",6,6,"25to34",6837.7474993465,"<100km",4,"none","none",29.5
"12522",99911461,"English11461",4,"AboriginalNeeds",2,-1,2,1,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12524",99911461,"English11461",2,"AboriginalNeeds",2,-1,2,2,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12526",99911461,"English11461",6,"AboriginalNeeds",2,-1,2,3,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12528",99911461,"English11461",5,"AboriginalNeeds",2,-1,2,4,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12530",99911461,"English11461",7,"CarbonStorage",4,-1,2,5,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12532",99911461,"English11461",3,"CarbonStorage",4,-1,2,6,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12534",99911461,"English11461",1,"TourismandRecreation",7,-1,2,7,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12536",99911461,"English11461",8,"NonFoodProducts",3,-1,2,8,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12538",99911461,"English11461",10,"CarbonStorage",4,-1,2,9,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12540",99911461,"English11461",9,"AboriginalNeeds",2,-1,2,10,"MR","30to49",52,"male","college","morethan20","no","no","liberal",4,5,"45to54",9221.19734870694,"<100km",4,"none","none",49.5
"12542",99911465,"English11465",9,"NonFoodProducts",3,-1,2,1,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12544",99911465,"English11465",1,"NonFoodProducts",3,-1,2,2,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12546",99911465,"English11465",5,"AboriginalNeeds",2,-1,2,3,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12548",99911465,"English11465",7,"TourismandRecreation",7,-1,2,4,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12550",99911465,"English11465",2,"AboriginalNeeds",2,-1,2,5,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12552",99911465,"English11465",6,"NonFoodProducts",3,-1,2,6,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12554",99911465,"English11465",10,"TourismandRecreation",7,-1,2,7,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12556",99911465,"English11465",3,"NonFoodProducts",3,-1,2,8,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12558",99911465,"English11465",4,"CoastalProtection",5,-1,2,9,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12560",99911465,"English11465",8,"NonFoodProducts",3,-1,2,10,"BC","morethan100",0,"female","HS","morethan20","no","no","noparty",9,3,"45to54",8025.43807122692,"<100km",3,"none","none",49.5
"12562",99911466,"English11466",9,"TourismandRecreation",7,-1,2,1,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12564",99911466,"English11466",10,"TourismandRecreation",7,-1,2,2,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12566",99911466,"English11466",8,"CoastalLivelihoods",6,-1,2,3,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12568",99911466,"English11466",3,"Biodiversity",10,-1,2,4,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12570",99911466,"English11466",6,"TourismandRecreation",7,-1,2,5,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12572",99911466,"English11466",4,"AboriginalNeeds",2,-1,2,6,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12574",99911466,"English11466",1,"TourismandRecreation",7,-1,2,7,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12576",99911466,"English11466",2,"AboriginalNeeds",2,-1,2,8,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12578",99911466,"English11466",7,"TourismandRecreation",7,-1,2,9,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12580",99911466,"English11466",5,"AboriginalNeeds",2,-1,2,10,"PR","none",9,"male","HS","morethan20","no","no","noresponse",4,6,"45to54",791454.482744777,">1000km",1,"none","none",49.5
"12582",99911467,"English11467",5,"CoastalLivelihoods",6,-1,2,1,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12584",99911467,"English11467",10,"TourismandRecreation",7,-1,2,2,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12586",99911467,"English11467",2,"AboriginalNeeds",2,-1,2,3,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12588",99911467,"English11467",4,"CoastalLivelihoods",6,-1,2,4,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12590",99911467,"English11467",9,"TourismandRecreation",7,-1,2,5,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12592",99911467,"English11467",3,"NonFoodProducts",3,-1,2,6,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12594",99911467,"English11467",7,"TourismandRecreation",7,-1,2,7,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12596",99911467,"English11467",8,"CoastalLivelihoods",6,-1,2,8,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12598",99911467,"English11467",1,"NonFoodProducts",3,-1,2,9,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12600",99911467,"English11467",6,"CoastalLivelihoods",6,-1,2,10,"ON","none",52,"male","bachelors","morethan20","no","no","CPC",2,3,"25to34",732785.185316211,">1000km",1,"none","none",29.5
"12602",99911468,"English11468",2,"AboriginalNeeds",2,-1,2,1,"MR","none",36,"male","college","morethan20","no","no","green",3,3,"45to54",4351.2935323507,"<100km",1,"none","none",49.5
"12604",99911468,"English11468",7,"TourismandRecreation",7,-1,2,2,"MR","none",36,"male","college","morethan20","no","no","green",3,3,"45to54",4351.2935323507,"<100km",1,"none","none",49.5
"12606",99911468,"English11468",10,"TourismandRecreation",7,-1,2,3,"MR","none",36,"male","college","morethan20","no","no","green",3,3,"45to54",4351.2935323507,"<100km",1,"none","none",49.5
"12608",99911468,"English11468",3,"NonFoodProducts",3,-1,2,4,"MR","none",36,"male","college","morethan20","no","no","green",3,3,"45to54",4351.2935323507,"<100km",1,"none","none",49.5
"12610",99911468,"English11468",9,"TourismandRecreation",7,-1,2,5,"MR","none",36,"male","college","morethan20","no","no","green",3,3,"45to54",4351.2935323507,"<100km",1,"none","none",49.5
