"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"1173",99910691,"English10691",3,"CoastalProtection",5,1,1,7,"BC","none",4.5,"female","HS","morethan20","no","no","CPC",4,5,"65plus",12833.725372244,"<100km",1,"none","none",69.5
"1175",99910691,"English10691",4,"Foodprovision",1,1,1,8,"BC","none",4.5,"female","HS","morethan20","no","no","CPC",4,5,"65plus",12833.725372244,"<100km",1,"none","none",69.5
"1177",99910691,"English10691",7,"CleanWaters",9,1,1,9,"BC","none",4.5,"female","HS","morethan20","no","no","CPC",4,5,"65plus",12833.725372244,"<100km",1,"none","none",69.5
"1179",99910691,"English10691",2,"Foodprovision",1,1,1,10,"BC","none",4.5,"female","HS","morethan20","no","no","CPC",4,5,"65plus",12833.725372244,"<100km",1,"none","none",69.5
"1181",99910692,"English10692",8,"CleanWaters",9,1,1,1,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1183",99910692,"English10692",3,"Biodiversity",10,1,1,2,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1185",99910692,"English10692",6,"CoastalLivelihoods",6,1,1,3,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1187",99910692,"English10692",9,"CleanWaters",9,1,1,4,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1189",99910692,"English10692",7,"CleanWaters",9,1,1,5,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1191",99910692,"English10692",5,"CleanWaters",9,1,1,6,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1193",99910692,"English10692",2,"CleanWaters",9,1,1,7,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1195",99910692,"English10692",1,"Foodprovision",1,1,1,8,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1197",99910692,"English10692",4,"Foodprovision",1,1,1,9,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1199",99910692,"English10692",10,"Foodprovision",1,1,1,10,"MR","lessthan5",18,"female","college","morethan20","no","no","noparty",3,5,"65plus",109566.50898164,"<500km",1,"none","none",69.5
"1201",99910694,"English10694",10,"Foodprovision",1,1,1,1,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1203",99910694,"English10694",8,"Foodprovision",1,1,1,2,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1205",99910694,"English10694",1,"Foodprovision",1,1,1,3,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1207",99910694,"English10694",3,"CarbonStorage",4,1,1,4,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1209",99910694,"English10694",7,"CleanWaters",9,1,1,5,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1211",99910694,"English10694",4,"CoastalLivelihoods",6,1,1,6,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1213",99910694,"English10694",6,"CoastalLivelihoods",6,1,1,7,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1215",99910694,"English10694",9,"CleanWaters",9,1,1,8,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1217",99910694,"English10694",2,"Foodprovision",1,1,1,9,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1219",99910694,"English10694",5,"CleanWaters",9,1,1,10,"BC","10to29",52,"noresponse","college","morethan20","no","no","liberal",6,5,"25to34",2402.21047525457,"<100km",2,"none","none",29.5
"1221",99910696,"English10696",2,"CleanWaters",9,1,1,1,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1223",99910696,"English10696",1,"Foodprovision",1,1,1,2,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1225",99910696,"English10696",6,"CoastalLivelihoods",6,1,1,3,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1227",99910696,"English10696",9,"CleanWaters",9,1,1,4,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1229",99910696,"English10696",7,"CleanWaters",9,1,1,5,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1231",99910696,"English10696",4,"Foodprovision",1,1,1,6,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1233",99910696,"English10696",5,"CleanWaters",9,1,1,7,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1235",99910696,"English10696",10,"Foodprovision",1,1,1,8,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1237",99910696,"English10696",3,"CarbonStorage",4,1,1,9,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1239",99910696,"English10696",8,"CleanWaters",9,1,1,10,"ON","10to29",52,"female","HS","morethan20","no","no","CPC",9,5,"65plus",822939.583170947,">1000km",1,"none","none",69.5
"1241",99910697,"English10697",3,"Biodiversity",10,1,1,1,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1243",99910697,"English10697",7,"CleanWaters",9,1,1,2,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1245",99910697,"English10697",2,"CleanWaters",9,1,1,3,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1247",99910697,"English10697",9,"CleanWaters",9,1,1,4,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1249",99910697,"English10697",10,"Biodiversity",10,1,1,5,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1251",99910697,"English10697",5,"CleanWaters",9,1,1,6,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1253",99910697,"English10697",1,"Foodprovision",1,1,1,7,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1255",99910697,"English10697",4,"Foodprovision",1,1,1,8,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1257",99910697,"English10697",6,"CoastalLivelihoods",6,1,1,9,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1259",99910697,"English10697",8,"CleanWaters",9,1,1,10,"MR","none",18,"male","college","morethan20","no","no","dontknow",3,5,"65plus",3652.14765978459,"<100km",1,"none","none",69.5
"1261",99910698,"English10698",5,"CleanWaters",9,1,1,1,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1263",99910698,"English10698",7,"IconicPlacesandSpecies",8,1,1,2,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1265",99910698,"English10698",2,"CleanWaters",9,1,1,3,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1267",99910698,"English10698",1,"CoastalProtection",5,1,1,4,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1269",99910698,"English10698",6,"IconicPlacesandSpecies",8,1,1,5,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1271",99910698,"English10698",3,"CoastalProtection",5,1,1,6,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1273",99910698,"English10698",8,"IconicPlacesandSpecies",8,1,1,7,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1275",99910698,"English10698",9,"CleanWaters",9,1,1,8,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1277",99910698,"English10698",10,"Biodiversity",10,1,1,9,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1279",99910698,"English10698",4,"CoastalProtection",5,1,1,10,"MR","none",18,"female","somepost","morethan20","no","no","dontknow",5,5,"55to64",746.468431740956,"<100km",2,"none","none",59.5
"1281",99910699,"English10699",5,"CleanWaters",9,1,1,1,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1283",99910699,"English10699",6,"CoastalLivelihoods",6,1,1,2,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1285",99910699,"English10699",4,"CoastalLivelihoods",6,1,1,3,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1287",99910699,"English10699",9,"CleanWaters",9,1,1,4,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1289",99910699,"English10699",2,"CleanWaters",9,1,1,5,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1291",99910699,"English10699",10,"CoastalLivelihoods",6,1,1,6,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1293",99910699,"English10699",7,"CleanWaters",9,1,1,7,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1295",99910699,"English10699",8,"CleanWaters",9,1,1,8,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1297",99910699,"English10699",3,"CoastalProtection",5,1,1,9,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1299",99910699,"English10699",1,"CoastalProtection",5,1,1,10,"MR","dontknow",4.5,"female","bachelors","morethan20","no","no","noresponse",4,6,"45to54",3538.74940964241,"<100km",1,"none","none",49.5
"1301",99910700,"English10700",1,"Foodprovision",1,1,1,1,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1303",99910700,"English10700",6,"CoastalLivelihoods",6,1,1,2,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1305",99910700,"English10700",8,"CoastalLivelihoods",6,1,1,3,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1307",99910700,"English10700",10,"Foodprovision",1,1,1,4,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1309",99910700,"English10700",5,"CoastalLivelihoods",6,1,1,5,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1311",99910700,"English10700",9,"CleanWaters",9,1,1,6,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1313",99910700,"English10700",3,"CoastalProtection",5,1,1,7,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1315",99910700,"English10700",4,"CoastalLivelihoods",6,1,1,8,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1317",99910700,"English10700",7,"CleanWaters",9,1,1,9,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1319",99910700,"English10700",2,"Foodprovision",1,1,1,10,"BC","none",4.5,"female","college","morethan20","no","no","dontknow",9,5,"55to64",232548.408912477,"<500km",1,"none","none",59.5
"1321",99910701,"English10701",8,"Foodprovision",1,1,1,1,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1323",99910701,"English10701",3,"CoastalProtection",5,1,1,2,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1325",99910701,"English10701",6,"CoastalLivelihoods",6,1,1,3,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1327",99910701,"English10701",9,"CleanWaters",9,1,1,4,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1329",99910701,"English10701",7,"CleanWaters",9,1,1,5,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1331",99910701,"English10701",5,"Biodiversity",10,1,1,6,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1333",99910701,"English10701",2,"CleanWaters",9,1,1,7,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1335",99910701,"English10701",1,"Biodiversity",10,1,1,8,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1337",99910701,"English10701",4,"CarbonStorage",4,1,1,9,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1339",99910701,"English10701",10,"CarbonStorage",4,1,1,10,"BC","morethan100",52,"male","bachelors","morethan20","yes","yes","green",2,5,"65plus",1373.87455608078,"<100km",1,"none","none",69.5
"1341",99910702,"English10702",3,"IconicPlacesandSpecies",8,1,1,1,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1343",99910702,"English10702",9,"CleanWaters",9,1,1,2,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1345",99910702,"English10702",10,"CoastalLivelihoods",6,1,1,3,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1347",99910702,"English10702",4,"CoastalLivelihoods",6,1,1,4,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1349",99910702,"English10702",6,"CoastalLivelihoods",6,1,1,5,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1351",99910702,"English10702",7,"CleanWaters",9,1,1,6,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1353",99910702,"English10702",5,"CleanWaters",9,1,1,7,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1355",99910702,"English10702",8,"CleanWaters",9,1,1,8,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1357",99910702,"English10702",1,"Biodiversity",10,1,1,9,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1359",99910702,"English10702",2,"CleanWaters",9,1,1,10,"ON","10to29",52,"noresponse","college","morethan20","no","no","noresponse",9,6,"65plus",761853.517408448,">1000km",1,"none","none",69.5
"1361",99910703,"English10703",10,"CoastalLivelihoods",6,1,1,1,"BC","10to29",52,"female","somepost","morethan20","no","no","noparty",5,5,"55to64",2542.53442491732,"<100km",1,"none","none",59.5
"1363",99910703,"English10703",8,"CleanWaters",9,1,1,2,"BC","10to29",52,"female","somepost","morethan20","no","no","noparty",5,5,"55to64",2542.53442491732,"<100km",1,"none","none",59.5
