"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments"
"591","MR","410182366",NA,"English11215",11215,"y","hco_thankyou.php",NA,"19/03/2014","21:57:35","22:03:31","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/6.1.2 Safari/537.74.9",11,"English",607,54321,4,2,5,2,2,9,8,6,9,7,7,9,3,3,10,9,2,9,6,2,8,10,6,10,1,7,10,5,2,9,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,3,NA,3,NA,4,NA,4,NA,3,NA,4,NA,4,NA,5,NA,4,NA,"female","college","morethan20","C1E","no","no","green",2,"1","35to44",""
"592","MR","410194354",NA,"English11216",11216,"y","hco_thankyou.php",NA,"19/03/2014","21:58:10","22:05:48","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MAARJS)",11,"English",608,12345,10,7,1,1,7,1,2,2,9,8,8,6,4,2,6,5,10,9,3,4,5,9,3,9,6,7,6,7,4,9,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",3,NA,3,NA,3,NA,3,NA,4,NA,4,NA,4,NA,3,NA,4,NA,4,NA,"female","somepost","morethan20","a0a","no","no","liberal",4,"4","45to54",""
"593","BC","410217358",NA,"English11217",11217,"y","hco_comments.php",NA,"19/03/2014","21:58:17","22:08:57","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",609,54321,3,4,8,4,2,1,6,3,6,2,2,1,5,2,6,10,4,1,7,4,8,9,2,9,8,3,1,1,3,1,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,1,NA,1,"Cruising",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,2,NA,1,NA,2,NA,3,NA,2,NA,3,NA,4,NA,2,NA,"male","HS","morethan20","V7m","no","no","CPC",5,"3","45to54",""
"596","MR","410202634",NA,"English11220",11220,"y","hco_thankyou.php",NA,"19/03/2014","22:07:40","22:19:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.90 Safari/537.1",11,"English",612,12345,8,3,9,5,2,9,6,2,6,1,3,5,9,2,9,7,7,9,10,7,10,4,2,5,3,3,5,2,2,9,"","","","","","","","","","","5to9",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,3,NA,3,NA,4,NA,5,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"female","bachelors","morethan20","b2w","no","no","dontknow",6,"2","35to44",""
"597","ON","410109832",NA,"English11221",11221,"y","hco_thankyou.php",NA,"19/03/2014","22:09:56","22:15:05","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",613,54321,5,10,9,9,3,9,3,3,8,6,3,8,1,3,5,2,10,9,8,3,9,7,7,9,10,10,1,4,4,5,"checked","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,4,NA,3,NA,4,NA,4,NA,4,NA,3,NA,4,NA,4,NA,4,NA,"male","bachelors","morethan20","M6N","no","no","NDP",4,"4","25to34",""
"599","ON","410131084",NA,"English11223",11223,"y","hco_thankyou.php",NA,"19/03/2014","22:14:11","22:24:56","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",615,54321,9,2,9,1,7,1,10,7,1,4,2,1,3,3,5,8,8,1,2,2,1,7,7,9,5,2,9,6,2,6,"","","","","","","","","","","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,4,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,"male","bachelors","morethan20","t6g","no","no","CPC",5,"1","25to34",""
"601","ON","410131434",NA,"English11225",11225,"y","hco_thankyou.php",NA,"19/03/2014","22:14:51","22:34:09","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",617,54321,1,3,1,10,7,6,4,2,1,5,2,9,3,3,8,8,3,9,9,2,9,6,2,6,7,4,9,2,2,9,"","","","","","","","","","","none",1,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,4,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","L9R","","no","liberal",1,"1","25to34",""
"602","MR","410117463",NA,"English11226",11226,"y","hco_thankyou.php",NA,"19/03/2014","22:15:59","22:23:43","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3)",11,"English",618,12345,5,10,9,10,10,1,7,4,9,9,4,9,8,3,9,4,4,1,2,10,9,3,10,5,6,3,6,1,10,1,"","","","","","","","","","","30to49",NA,NA,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,"male","college","morethan20","a0e","no","no","CPC",7,"2","45to54",""
"605","PR","410219401",NA,"English11229",11229,"y","hco_thankyou.php",NA,"19/03/2014","22:19:37","22:47:08","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",621,54321,8,3,1,5,2,9,6,3,8,1,3,1,9,3,9,7,7,9,10,7,1,4,2,1,3,3,10,2,2,1,"","","","","","","","","","","none",NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,3,NA,4,NA,3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,"male","college","morethan20","S4T","no","no","CPC",4,"2","35to44",""
"606","ON","410125931",NA,"English11230",11230,"y","hco_thankyou.php",NA,"19/03/2014","22:19:39","22:33:08","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",622,12345,5,2,9,9,2,9,3,3,10,6,2,8,1,7,10,2,2,9,8,3,9,7,7,9,10,7,10,4,2,4,"","","","checked","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,1,NA,4,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","N0L","no","no","liberal",5,"2","25to34",""
"607","BC","410135897",NA,"English11231",11231,"y","hco_thankyou.php",NA,"19/03/2014","22:20:31","22:27:25","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/6.1.2 Safari/537.74.9",11,"English",623,54321,10,7,4,1,3,10,3,3,4,5,5,9,9,3,9,2,1,9,7,7,9,6,3,8,8,6,9,4,1,4,"","","","","","","","","","checked","lessthan5",NA,NA,NA,NA,NA,NA,NA,NA,1,"ferry",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,2,NA,5,NA,4,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","v2r","no","no","dontknow",9,"2","45to54",""
"608","ON","410205002",NA,"English11232",11232,"y","hco_thankyou.php",NA,"19/03/2014","22:23:55","22:32:36","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",11,"English",624,12345,9,7,9,1,7,1,10,7,1,4,5,1,3,5,3,8,3,9,2,2,9,7,5,9,5,5,9,6,7,3,"","checked","","","","","","checked","","checked","none",1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","K7P","no","no","dontknow",5,"4","45to54",""
"610","PR","410105729",NA,"English11234",11234,"y","hco_thankyou.php",NA,"19/03/2014","22:30:19","22:37:52","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",11,"English",626,12345,1,3,5,10,7,4,4,2,4,5,2,9,3,3,8,8,3,9,9,2,9,6,3,8,2,2,9,7,7,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,2,NA,4,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,"female","college","morethan20","T0H","no","no","dontknow",6,"2","45to54",""
"611","PR","410151355",NA,"English11235",11235,"y","hco_thankyou.php",NA,"19/03/2014","22:37:23","22:44:39","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",627,54321,1,3,10,7,7,9,2,2,9,5,2,9,10,4,10,6,2,8,8,3,8,9,2,9,3,3,10,4,2,6,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,1,NA,1,NA,2,NA,3,NA,5,NA,3,NA,4,NA,5,NA,5,NA,"male","somepost","morethan20","R3X","no","no","dontknow",6,"2","45to54",""
"612","ON","410117102",NA,"English11236",11236,"y","hco_thankyou.php",NA,"19/03/2014","22:40:03","22:51:16","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",11,"English",628,12345,2,2,1,8,8,1,7,8,9,5,2,9,1,10,1,6,2,6,9,2,9,3,8,3,10,10,1,4,2,1,"","checked","","","","","","checked","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,4,NA,4,NA,3,NA,5,NA,4,NA,3,NA,5,NA,4,NA,"male","graduate","morethan20","k0k","yes","no","noparty",6,"5","45to54",""
"614","PR","410032638",NA,"English11238",11238,"y","hco_thankyou.php",NA,"19/03/2014","22:41:36","22:51:35","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",11,"English",630,12345,5,2,6,1,5,7,2,2,8,6,2,7,8,9,6,10,4,7,9,2,7,7,5,7,4,2,6,3,5,8,"","","","","","","","","","checked","morethan100",1,NA,NA,NA,1,NA,NA,NA,1,"wakeboarding & kneeboarding",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",1,NA,1,NA,2,NA,1,NA,1,NA,3,NA,4,NA,3,NA,1,NA,1,NA,"male","bachelors","morethan20","S7N","no","no","noparty",7,"4","45to54","NONE"
"617","ON","410017017",NA,"English11241",11241,"y","hco_thankyou.php",NA,"19/03/2014","22:52:59","22:59:21","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",633,54321,8,3,9,2,2,9,5,2,9,9,2,9,6,2,8,4,2,1,10,6,1,3,3,4,7,7,9,1,3,1,"","","","","","","","","","checked","lessthan5",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,3,NA,2,NA,NA,NA,3,NA,3,NA,4,NA,5,NA,5,NA,4,NA,"female","college","morethan20","K9J","no","yes","CPC",6,"2","25to34","Great survey on an important topic! Good luck with your research and feedback!"
"618","MR","410113193",NA,"English11242",11242,"y","hco_thankyou.php",NA,"19/03/2014","22:55:04","23:05:29","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; BOIE9;ENCA; rv:11.0) like Gecko",11,"English",634,12345,4,6,5,1,3,1,2,2,9,7,7,9,3,3,5,6,3,8,10,6,1,5,6,9,9,3,9,8,3,1,"","","","","","","","","","","10to29",NA,1,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,2,NA,1,NA,4,NA,4,NA,2,NA,4,NA,5,NA,5,NA,4,NA,"male","college","morethan20","a8a","no","no","liberal",4,"2","45to54",""
"619","PR","410106264",NA,"English11243",11243,"y","hco_thankyou.php",NA,"19/03/2014","22:56:22","23:02:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",635,54321,7,7,9,9,3,9,2,2,9,5,2,9,3,3,10,8,3,9,10,7,4,1,3,10,6,3,8,4,2,4,"","","","","","","","","","","lessthan5",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,5,NA,2,NA,4,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","S4S","no","yes","NDP",9,"2","25to34",""
"621","PR","410095259",NA,"English11245",11245,"y","hco_thankyou.php",NA,"19/03/2014","23:08:36","23:17:24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",637,54321,4,4,1,1,7,1,2,2,1,5,5,9,7,4,9,10,4,1,8,3,1,9,4,9,3,4,10,6,3,6,"","","","","checked","","","checked","checked","checked","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","r2v","no","no","dontknow",9,"1","45to54",""
"623","BC","410138146",NA,"English11247",11247,"y","hco_thankyou.php",NA,"19/03/2014","23:13:53","23:19:44","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MAARJS)",11,"English",639,54321,3,3,10,4,2,1,1,7,1,10,4,1,7,4,9,2,2,1,9,4,9,8,3,1,5,5,9,6,3,8,"","","","","","","","","","","5to9",1,1,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,4,NA,5,NA,4,NA,"female","college","morethan20","v3h","no","no","dontknow",9,"3","35to44",""
"624","MR","410203151",NA,"English11248",11248,"y","hco_thankyou.php",NA,"19/03/2014","23:14:38","23:23:45","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",11,"English",640,12345,4,6,4,3,5,4,5,2,9,7,8,9,1,3,5,9,4,9,8,1,9,10,4,10,6,3,6,2,1,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"female","bachelors","morethan20","E2J","yes","yes","dontknow",4,"1","35to44",""
"625","MR","410123252",NA,"English11249",11249,"y","hco_thankyou.php",NA,"19/03/2014","23:24:21","23:32:04","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",641,54321,6,7,8,5,6,9,10,7,4,4,6,5,9,3,9,1,7,5,2,1,9,3,3,5,8,6,9,7,7,9,"","","","","","","","","","","30to49",1,NA,NA,NA,NA,NA,NA,NA,1,"walking along shore and trails",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,4,NA,5,NA,4,NA,4,NA,3,NA,4,NA,5,NA,5,NA,"female","somepost","morethan20","c1e","no","no","noparty",3,"4","35to44",""
"626","PR","410215760",NA,"English11250",11250,"y","hco_thankyou.php",NA,"19/03/2014","23:26:28","23:33:52","Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",642,12345,6,7,8,7,7,5,4,4,1,3,4,8,10,7,1,5,10,9,2,10,9,9,7,9,1,7,5,8,3,8,"","","","","","","","","","","5to9",1,1,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","S4R","yes","no","NDP",6,"2","25to34",""
"627","BC","410137499",NA,"English11251",11251,"y","hco_thankyou.php",NA,"19/03/2014","23:27:11","23:32:53","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",11,"English",643,54321,2,2,9,10,7,10,6,2,8,5,2,9,1,7,5,7,7,9,4,2,5,8,3,9,9,2,9,3,3,5,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,4,NA,5,NA,4,NA,3,NA,4,NA,5,NA,5,NA,"female","college","morethan20","v4w","no","no","dontknow",5,"2","45to54",""
"628","BC","410151470",NA,"English11252",11252,"y","hco_thankyou.php",NA,"19/03/2014","23:28:57","23:38:34","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MATP; MATP; VER#7C#80837565676745485348484982; rv:11.0) like Gecko",11,"English",644,12345,6,3,8,9,3,9,10,7,10,8,3,8,3,3,10,5,6,9,2,8,9,1,3,10,4,6,4,7,7,9,"","","","","","","","","","","10to29",1,1,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,2,NA,5,NA,4,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","V8G","no","no","dontknow",6,"1","45to54",""
"629","MR","410197314",NA,"English11253",11253,"y","hco_thankyou.php",NA,"19/03/2014","23:33:15","23:40:57","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",645,54321,5,2,9,1,3,5,10,7,1,8,3,9,9,2,9,4,2,5,2,2,9,3,3,5,7,8,9,6,2,6,"","","","","","","","","","","10to29",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",4,NA,3,NA,3,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,4,NA,"female","college","morethan20","B2x","no","yes","liberal",5,"4","35to44",""
"631","PR","410027889",NA,"English11255",11255,"y","hco_thankyou.php",NA,"19/03/2014","23:42:21","23:47:42","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",647,54321,3,4,5,4,2,6,1,3,1,10,4,6,7,4,9,2,2,9,9,2,9,8,3,6,5,2,9,6,2,6,"","","","","","","","","","","50to100",1,NA,NA,1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,1,NA,5,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","college","morethan20","r3j","no","no","liberal",6,"4","45to54","n/a"
"633","MR","410071117",NA,"English11257",11257,"y","hco_thankyou.php",NA,"19/03/2014","23:46:48","23:56:41","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MATP; MATP; VER#8C#80837567566745485667484882; rv:11.0) like Gecko",11,"English",649,54321,6,2,8,5,2,9,10,7,4,4,2,4,9,2,9,1,3,10,2,2,9,3,3,4,8,3,9,7,7,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",4,NA,1,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","b1a","no","no","noresponse",5,"3","35to44",""
"634","BC","410035538",NA,"English11258",11258,"y","hco_thankyou.php",NA,"19/03/2014","23:53:02","23:59:08","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",650,12345,6,2,6,7,4,9,4,2,1,3,4,3,10,4,1,5,2,6,2,2,1,9,2,9,1,10,1,8,8,1,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,1,NA,4,NA,4,NA,3,NA,4,NA,3,NA,3,NA,4,NA,3,NA,"male","college","morethan20","v3s","no","no","CPC",4,"3","45to54",""
"635","MR","410132954",NA,"English11259",11259,"y","hco_thankyou.php",NA,"19/03/2014","23:53:39","0:10:12","Mozilla/5.0 (Linux; U; Android 2.2.1; en-ca; LG-P500h-parrot Build/FRG83) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 MMS/LG-Android-MMS-V1.0/1.2",11,"English",651,54321,2,2,9,10,7,1,6,2,8,5,2,9,1,7,1,7,7,9,4,2,5,8,3,9,9,2,9,3,3,4,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,"female","graduate","2to5","E2K","no","no","noresponse",3,"3","35to44",""
"636","ON","410208048",NA,"English11260",11260,"y","hco_thankyou.php",NA,"19/03/2014","23:57:07","0:06:48","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",652,12345,6,3,6,9,3,9,10,7,6,8,3,1,3,3,4,5,10,6,2,10,1,1,3,1,4,2,6,7,7,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,4,NA,2,NA,4,NA,4,NA,4,NA,3,NA,4,NA,4,NA,4,NA,"female","college","morethan20","P0K","no","no","noresponse",5,"3","45to54",""
"637","ON","410211817",NA,"English11261",11261,"y","hco_thankyou.php",NA,"20/03/2014","0:04:32","0:12:13","Mozilla/5.0 (BB10; Kbd) AppleWebKit/537.35+ (KHTML, like Gecko) Version/10.2.1.2141 Mobile Safari/537.35+",11,"English",653,54321,5,5,9,1,3,10,10,4,10,8,3,9,9,3,9,4,1,2,2,1,9,3,3,10,7,7,9,6,3,8,"","","","","","","","","","","none",1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,4,NA,3,NA,3,NA,3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,"female","bachelors","morethan20","n1p","no","no","NDP",5,"4","25to34",""
"639","MR","410022100",NA,"English11263",11263,"y","hco_thankyou.php",NA,"20/03/2014","0:16:41","0:25:49","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",11,"English",655,54321,3,3,5,4,2,6,1,3,5,10,7,6,7,7,9,2,2,9,9,2,9,8,3,9,5,2,9,6,2,6,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",3,NA,1,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,"female","somepost","morethan20","A1w","no","no","noresponse",4,"2","25to34",""
"640","MR","410199283",NA,"English11264",11264,"y","hco_thankyou.php",NA,"20/03/2014","0:16:59","0:25:27","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",11,"English",656,12345,4,2,1,3,3,5,7,8,9,9,2,4,5,2,6,10,7,1,6,2,8,2,2,1,1,3,1,8,3,1,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","A1C","no","no","NDP",2,"2","45to54","Those were some hard choices"
"642","MR","410119874",NA,"English11266",11266,"y","hco_thankyou.php",NA,"20/03/2014","0:20:23","0:27:59","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",11,"English",658,12345,8,8,9,9,3,9,6,2,3,4,2,1,2,2,1,7,8,9,3,8,3,10,7,1,1,7,1,5,2,9,"","","","","","","","","","","dontknow",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,4,NA,3,NA,3,NA,3,NA,3,NA,3,NA,5,NA,5,NA,"female","HS","morethan20","e2j","no","no","liberal",5,"2","35to44",""
"643","MR","410091556",NA,"English11267",11267,"y","hco_thankyou.php",NA,"20/03/2014","0:20:47","0:26:58","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MAARJS)",11,"English",659,54321,8,3,9,5,2,9,6,7,8,1,7,10,7,7,9,10,7,10,4,2,6,9,7,9,3,3,8,2,2,9,"","","","","","","","","","","morethan100",1,1,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,5,NA,4,NA,5,NA,2,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","a0g","no","no","noparty",4,"3","35to44",""
