"X" "sample" "subsid" "pid" "name" "id" "complete" "user_las" "ip" "date" "time_in" "time_out" "user_bro" "user_set" "user_lan" "user_com" "IMP_Orde" "DCE_pg1" "DCE_leas" "DCE_most" "DCE_pg2" "DCE_leas" "DCE_most" "DCE_pg3" "DCE_leas" "DCE_most" "DCE_pg4" "DCE_leas" "DCE_most" "DCE_pg5" "DCE_leas" "DCE_most" "DCE_pg6" "DCE_leas" "DCE_most" "DCE_pg7" "DCE_leas" "DCE_most" "DCE_pg8" "DCE_leas" "DCE_most" "DCE_pg9" "DCE_leas" "DCE_most" "DCE_pg10" "DCE_leas" "DCE_most" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "ocean_da" "rec_swim" "rec_boat" "rec_surf" "rec_scub" "rec_powe" "rec_recf" "rec_sigh" "rec_none" "rec_othe" "rec_spec" "jobs_com" "jobs_aqu" "jobs_fir" "jobs_tou" "jobs_tra" "jobs_por" "jobs_gov" "jobs_non" "jobs_oth" "jobs_spe" "seafood_" "foodprov" "foodprov" "aborigin" "aborigin" "nonfood_" "nonfood_" "carbonst" "carbonst" "coastalp" "coastalp" "coastall" "coastall" "tourismr" "tourismr" "icons_ge" "icons_xx" "cleanwat" "cleanwat" "biodiver" "biodiver" "demoone_" "demoone_" "demotwo_" "demotwo_" "envr_org" "envr_pro" "politica" "demothre" "demothre" "demothre" "comments"
"365" 497 "BC subsample" 410348547 "" "English519" 519 "y" "hco_thankyou.php" "" "27/03/2014" "20:54:17" "21:36:24" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; MS-RTC LM 8)" "11" "English" 2504 54321 2 2 9 3 3 5 1 3 5 6 2 8 9 2 9 7 7 9 4 2 5 5 2 9 10 7 10 8 3 9 "" "" "" "" "" "" "" "" "" "" "morethan100" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "5" "" "1" "" "3" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "female" "somepost" "morethan20" "V8V" "no" "no" "dontknow" "3" "2" "25to34" ""
"366" 498 "BC subsample" 410308611 "" "English520" 520 "y" "hco_thankyou.php" "" "27/03/2014" "20:54:33" "21:06:01" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2505 12345 8 3 1 3 10 8 5 2 6 7 8 7 2 2 1 6 2 6 10 10 1 1 10 1 4 2 1 9 2 7 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "1" "" "3" "" "4" "" "2" "" "4" "" "4" "" "4" "" "4" "" "3" "" "female" "bachelors" "morethan20" "V0B" "no" "no" "CPC" "8" "4" "25to34" ""
"367" 500 "BC subsample" 410220900 "" "English522" 522 "y" "hco_thankyou.php" "" "27/03/2014" "20:58:07" "21:15:11" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2507 12345 10 7 6 6 3 2 7 5 8 1 5 10 3 10 8 4 5 1 2 9 1 5 10 6 9 3 4 8 9 6 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "female" "college" "morethan20" "v5k" "no" "no" "noresponse" "9" "" "25to34" ""
"368" 502 "BC subsample" 410350372 "" "English524" 524 "y" "hco_thankyou.php" "" "27/03/2014" "21:11:49" "21:22:36" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "11" "English" 2509 12345 7 4 9 1 1 7 2 2 9 4 2 6 5 2 9 10 10 6 3 4 3 9 2 9 6 2 6 8 1 9 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "Never" "1" "" "1" "" "3" "" "1" "" "4" "" "4" "" "5" "" "3" "" "2" "" "2" "" "female" "somepost" "morethan20" "V1y" "no" "yes" "dontknow" "6" "2" "25to34" ""
"369" 503 "BC subsample" 410120508 "" "English525" 525 "y" "hco_thankyou.php" "" "27/03/2014" "21:14:43" "21:31:15" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; msn OptimizedIE8;ENCA; rv:11.0) like Gecko" "11" "English" 2510 54321 9 7 9 8 9 3 3 3 4 6 3 6 4 5 4 1 3 1 2 8 1 7 7 4 10 7 4 5 5 9 "" "" "checked" "" "" "" "" "" "" "" "morethan100" "1" "" "" "" "1" "1" "1" "" "1" "Tubing with grandchildren" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "4" "" "5" "" "3" "" "4" "" "5" "" "5" "" "4" "" "4" "" "male" "somepost" "morethan20" "V9J" "no" "yes" "noparty" "4" "2" "65plus" "Concern of over fishing and an even share between sport and Commercial fishing"
"370" 504 "BC subsample" 410286575 "" "English526" 526 "y" "hco_thankyou.php" "" "27/03/2014" "21:21:53" "21:29:37" "Mozilla/5.0 (Windows NT 6.0; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 2511 12345 10 6 4 4 2 5 9 3 9 6 7 8 7 7 9 2 2 10 8 3 8 1 7 5 3 3 4 5 2 10 "" "" "" "" "" "" "" "" "" "" "morethan100" "1" "1" "1" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "2" "" "2" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "v5g" "no" "no" "dontknow" "9" "4" "35to44" ""
"371" 506 "BC subsample" 410339351 "" "English528" 528 "y" "hco_thankyou.php" "" "27/03/2014" "21:26:43" "22:26:06" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0" "11" "English" 2513 12345 2 2 9 3 3 5 1 7 5 6 2 6 9 2 9 7 7 5 4 2 1 5 2 9 10 7 1 8 3 9 "" "" "" "" "" "" "" "" "" "" "50to100" "1" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "3" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "V6G" "no" "no" "CPC" "8" "2" "25to34" ""
"372" 507 "BC subsample" 410205012 "" "English529" 529 "y" "hco_thankyou.php" "" "27/03/2014" "21:29:27" "21:40:50" "Mozilla/5.0 (iPad; CPU OS 7_0_2 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A501 Safari/9537.53" "11" "English" 2514 54321 8 3 1 3 3 5 5 2 5 7 8 5 2 2 1 6 3 7 10 7 1 1 3 5 4 2 1 9 3 7 "" "" "" "" "" "" "" "" "" "" "50to100" "1" "" "" "" "1" "1" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "2" "" "2" "" "4" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "female" "graduate" "morethan20" "V2w" "no" "yes" "noparty" "5" "2" "55to64" ""
"373" 509 "BC subsample" 410138226 "" "English531" 531 "y" "hco_thankyou.php" "" "27/03/2014" "21:42:30" "21:50:13" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)" "11" "English" 2516 54321 10 7 1 6 8 3 7 7 9 1 7 1 3 8 3 4 4 1 2 8 9 5 10 9 9 7 9 8 8 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "3" "" "4" "" "4" "" "4" "" "4" "" "3" "" "3" "" "5" "" "4" "" "male" "somepost" "morethan20" "V5A" "no" "no" "dontknow" "5" "4" "55to64" ""
"374" 510 "BC subsample" 410271560 "" "English532" 532 "y" "hco_thankyou.php" "" "27/03/2014" "21:45:10" "21:55:36" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "English" 2517 12345 7 7 4 5 5 9 9 7 4 8 8 6 10 7 4 4 5 4 1 5 10 3 3 4 6 7 6 2 8 10 "" "" "checked" "" "" "" "" "" "" "" "lessthan5" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "5" "" "5" "" "4" "" "4" "" "4" "" "4" "" "5" "" "4" "" "female" "college" "morethan20" "V0C" "yes" "no" "dontknow" "3" "2" "55to64" ""
"375" 511 "BC subsample" 410033174 "" "English533" 533 "y" "hco_thankyou.php" "" "27/03/2014" "21:46:31" "22:04:48" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "English" 2518 54321 7 7 9 1 7 5 2 2 9 4 4 5 5 2 9 10 7 10 3 3 5 9 3 9 6 3 6 8 3 9 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "female" "graduate" "morethan20" "V7S" "no" "no" "noparty" "8" "5" "55to64" ""
"376" 512 "BC subsample" 410351330 "" "English534" 534 "y" "hco_thankyou.php" "" "27/03/2014" "21:48:15" "22:04:18" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2519 12345 9 2 9 8 8 9 3 8 5 6 2 6 4 2 6 1 7 1 2 2 9 7 7 9 10 7 1 5 2 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "" "1" "Playing in the water with my dog" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "1" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "somepost" "morethan20" "v4v" "no" "no" "NDP" "5" "2" "55to64" ""
"377" 513 "BC subsample" 410012038 "" "English535" 535 "y" "hco_thankyou.php" "" "27/03/2014" "21:52:41" "22:06:41" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)" "11" "English" 2520 54321 10 7 1 4 2 1 9 7 9 6 2 8 7 7 9 2 2 9 8 6 9 1 7 1 3 8 4 5 2 9 "" "" "" "" "" "" "" "checked" "" "checked" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "V2B" "no" "no" "dontknow" "5" "2" "55to64" ""
"378" 514 "BC subsample" 410223708 "" "English536" 536 "y" "hco_thankyou.php" "" "27/03/2014" "21:57:26" "22:08:56" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2521 12345 2 2 9 4 2 5 9 2 9 8 3 9 3 3 10 10 7 10 5 2 9 6 2 6 7 7 9 1 3 10 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "1" "" "3" "" "4" "" "5" "" "4" "" "2" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "V2K" "no" "no" "dontknow" "4" "2" "25to34" ""
"379" 515 "BC subsample" 410278642 "" "English537" 537 "y" "hco_thankyou.php" "" "27/03/2014" "22:02:36" "22:12:02" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "English" 2522 54321 2 8 10 3 3 4 1 3 10 6 3 6 9 2 4 7 8 5 4 2 5 5 2 5 10 7 10 8 8 9 "" "checked" "checked" "checked" "" "" "" "checked" "" "checked" "30to49" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "v7e" "no" "no" "green" "3" "2" "65plus" ""
"380" 517 "BC subsample" 410130861 "" "English539" 539 "y" "hco_thankyou.php" "" "27/03/2014" "22:16:11" "22:28:58" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0)" "11" "English" 2524 54321 9 3 9 5 2 9 3 3 10 7 7 9 6 3 6 8 3 9 2 2 9 1 3 10 4 2 6 10 7 10 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "" "1" "1" "" "1" "beach walking, exploring tidal pool" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "somepost" "morethan20" "V0R" "no" "no" "noparty" "5" "2" "65plus" "Your survey assumes that there is global warming rather than climate change."
"381" 518 "BC subsample" 410345471 "" "English540" 540 "y" "hco_thankyou.php" "" "27/03/2014" "22:17:06" "22:24:55" "Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 2525 12345 1 7 1 10 7 1 2 2 1 5 2 5 6 2 8 3 3 4 8 3 1 9 2 4 4 2 1 7 7 4 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "1" "" "5" "" "5" "" "4" "" "4" "" "4" "" "4" "" "5" "" "5" "" "female" "college" "morethan20" "V2P" "no" "no" "noresponse" "9" "3" "25to34" ""
"382" 519 "BC subsample" 410171543 "" "English541" 541 "y" "hco_thankyou.php" "" "27/03/2014" "22:18:22" "22:27:59" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MASMJS)" "11" "English" 2526 54321 7 7 4 8 3 9 5 2 5 4 1 6 1 3 10 6 3 8 3 3 4 2 2 9 9 2 9 10 6 4 "" "" "" "" "" "" "" "" "" "" "30to49" "1" "" "" "1" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "V1M" "no" "no" "noresponse" "9" "2" "55to64" ""
"383" 520 "BC subsample" 410350104 "" "English542" 542 "y" "hco_thankyou.php" "" "27/03/2014" "22:20:07" "22:26:50" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2527 12345 8 3 9 7 7 8 9 3 9 1 7 10 5 2 9 3 3 4 2 2 9 4 2 4 10 7 10 6 7 8 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "4" "" "3" "" "1" "" "4" "" "4" "" "4" "" "3" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "v4n" "no" "no" "NDP" "5" "6" "25to34" ""
"384" 521 "BC subsample" 410272042 "" "English543" 543 "y" "hco_thankyou.php" "" "27/03/2014" "22:22:46" "22:28:38" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36" "11" "English" 2528 54321 10 4 10 9 2 9 4 2 1 8 3 8 3 4 8 5 2 9 6 3 8 7 4 8 2 2 1 1 3 1 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "1" "1" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "5" "" "5" "" "5" "" "male" "graduate" "morethan20" "4c1" "no" "no" "liberal" "7" "3" "55to64" ""
"385" 522 "BC subsample" 410273111 "" "English544" 544 "y" "hco_thankyou.php" "" "27/03/2014" "22:32:40" "22:41:01" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)" "11" "English" 2529 12345 10 4 6 1 3 1 8 3 9 7 4 9 4 4 6 9 3 9 6 3 8 3 3 5 2 10 9 5 10 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2yr" "4" "" "5" "" "3" "" "3" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "male" "HS" "morethan20" "V1R" "no" "no" "CPC" "1" "2" "65plus" ""
"386" 523 "BC subsample" 410017705 "" "English545" 545 "y" "hco_thankyou.php" "" "27/03/2014" "22:34:20" "22:42:32" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2530 54321 1 3 1 7 7 9 10 7 1 8 3 9 9 2 9 4 2 4 3 3 4 6 2 8 2 2 9 5 2 9 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "3" "" "3" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "male" "HS" "morethan20" "V2T" "no" "no" "CPC" "2" "1" "45to54" ""
"387" 524 "BC subsample" 410026915 "" "English546" 546 "y" "hco_thankyou.php" "" "27/03/2014" "22:38:24" "22:49:17" "Mozilla/5.0 (Windows NT 5.1; rv:28.0) Gecko/20100101 Firefox/28.0" "11" "English" 2531 12345 10 7 1 9 7 9 5 5 10 1 3 1 6 3 8 8 3 1 2 2 1 4 2 1 3 3 4 7 7 9 "" "" "" "" "" "" "" "" "" "" "morethan100" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "college" "morethan20" "v1y" "no" "no" "noparty" "5" "2" "55to64" ""
"388" 526 "BC subsample" 410294453 "" "English548" 548 "y" "hco_thankyou.php" "" "27/03/2014" "22:40:24" "22:46:22" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2533 12345 9 2 9 5 2 9 4 2 1 2 2 9 3 4 3 8 6 9 6 2 3 7 4 9 1 10 1 10 4 1 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "1" "1" "" "1" "" "1" "" "" "" "" "" "" "1" "" "" "1" "" "" "" "atleast1wk" "4" "" "1" "" "4" "" "2" "" "5" "" "2" "" "2" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "v6x" "no" "no" "dontknow" "6" "4" "25to34" ""
"389" 529 "BC subsample" 410271972 "" "English551" 551 "y" "hco_thankyou.php" "" "27/03/2014" "23:17:36" "23:22:45" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2536 54321 7 7 9 10 10 7 8 3 8 3 3 10 1 3 10 9 3 9 2 2 10 6 3 8 5 2 10 4 2 5 "" "" "" "" "" "" "" "" "" "" "50to100" "" "1" "" "" "1" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "2" "" "1" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "" "" "female" "college" "morethan20" "V9M" "no" "no" "CPC" "5" "2" "45to54" ""
"390" 530 "BC subsample" 410273692 "" "English552" 552 "y" "hco_thankyou.php" "" "27/03/2014" "23:41:01" "23:50:10" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 2537 12345 7 7 9 1 7 5 5 2 9 8 3 6 3 3 5 4 2 5 10 7 6 9 7 9 2 2 9 6 2 6 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "5" "" "4" "" "4" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "male" "HS" "morethan20" "V0J" "no" "no" "dontknow" "5" "3" "45to54" ""
"391" 531 "BC subsample" 410350772 "" "English553" 553 "y" "hco_thankyou.php" "" "28/03/2014" "0:00:00" "0:11:52" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "11" "English" 2538 54321 2 2 9 5 2 9 7 7 9 1 7 10 4 2 5 9 7 9 8 3 9 3 3 10 10 7 10 6 2 6 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "" "" "" "" "" "1" "beach combing" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "5" "" "4" "" "3" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "HS" "morethan20" "V4N" "no" "no" "noparty" "4" "4" "55to64" ""
"392" 533 "BC subsample" 410306667 "" "English555" 555 "y" "hco_thankyou.php" "" "28/03/2014" "0:34:33" "0:40:03" "Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2540 54321 6 7 8 8 3 8 3 3 5 2 1 10 7 7 5 4 1 6 9 7 2 10 7 6 5 9 10 1 7 10 "" "" "" "" "" "" "" "" "" "" "morethan100" "1" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "4" "" "5" "" "4" "" "4" "" "5" "" "5" "" "3" "" "5" "" "5" "" "5" "" "male" "bachelors" "morethan20" "V6R" "no" "no" "green" "2" "4" "25to34" ""
"393" 534 "BC subsample" 410326895 "" "English556" 556 "y" "hco_thankyou.php" "" "28/03/2014" "1:31:07" "1:38:18" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "English" 2541 12345 3 3 5 4 2 1 10 7 1 2 2 9 5 2 9 6 7 6 7 7 9 1 3 1 8 3 9 9 7 9 "checked" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "4" "" "2" "" "2" "" "4" "" "4" "" "4" "" "3" "" "4" "" "5" "" "5" "" "male" "HS" "morethan20" "v2r" "no" "no" "noparty" "5" "2" "55to64" ""
"394" 535 "BC subsample" 410298371 "" "English557" 557 "y" "hco_thankyou.php" "" "28/03/2014" "1:45:36" "1:57:24" "Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" "11" "English" 2542 54321 5 2 10 6 2 8 8 6 8 4 2 1 7 7 5 2 2 9 9 2 9 1 7 5 10 4 6 3 10 5 "" "" "" "" "" "" "" "" "" "" "50to100" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "somepost" "morethan20" "V9b" "no" "no" "noparty" "6" ";" "45to54" ""
"395" 536 "BC subsample" 410138343 "" "English558" 558 "y" "hco_thankyou.php" "" "28/03/2014" "1:52:08" "2:00:15" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "English" 2543 12345 9 3 9 4 2 5 8 3 9 10 1 10 7 7 9 6 3 6 3 3 8 2 2 10 5 2 5 1 3 5 "" "" "" "" "" "" "" "" "" "" "morethan100" "" "" "" "" "" "" "" "" "1" "walking" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "3" "" "4" "" "2" "" "4" "" "5" "" "4" "" "5" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "V6R" "no" "no" "liberal" "4" "3" "55to64" ""
"396" 537 "BC subsample" 410088402 "" "English559" 559 "y" "hco_thankyou.php" "" "31/03/2014" "0:02:35" "0:09:12" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" "11" "English" 2544 54321 4 4 1 10 4 1 2 8 1 5 5 9 7 7 9 1 7 1 8 3 1 6 3 6 9 7 9 3 3 5 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "4" "" "4" "" "4" "" "5" "" "5" "" "4" "" "4" "" "5" "" "4" "" "4" "" "male" "HS" "morethan20" "v2n" "no" "no" "noresponse" "4" "1" "45to54" ""
"397" 538 "BC subsample" 410274673 "" "English560" 560 "y" "hco_thankyou.php" "" "31/03/2014" "17:15:45" "17:21:10" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "English" 2545 12345 1 3 10 9 3 9 2 8 9 4 4 5 8 3 9 5 2 9 7 4 9 10 4 10 3 3 10 6 3 8 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "4" "" "4" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "V5A" "no" "no" "noparty" "9" "4" "20to24" ""
"398" 539 "BC subsample" 410053727 "" "English561" 561 "y" "hco_thankyou.php" "" "31/03/2014" "18:41:53" "18:50:00" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "English" 2546 54321 1 3 1 5 2 6 6 2 6 8 3 6 9 2 9 10 7 1 4 2 1 7 7 9 3 4 5 2 2 1 "" "" "" "" "" "" "" "" "" "" "30to49" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "4" "" "3" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "male" "graduate" "morethan20" "V6A" "no" "no" "liberal" "9" "2" "55to64" "none"
"399" 542 "BC subsample" 410221609 "" "English564" 564 "y" "hco_thankyou.php" "" "01/04/2014" "4:19:33" "4:26:09" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; ASU2JS; rv:11.0) like Gecko" "11" "English" 2549 12345 6 7 8 8 3 9 3 3 5 2 2 9 7 7 5 4 2 5 9 7 9 10 7 1 5 2 9 1 3 5 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "3" "" "5" "" "5" "" "5" "" "male" "bachelors" "morethan20" "V7M" "no" "no" "dontknow" "6" "4" "55to64" ""
