"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments"
"192","QC",410154411,NA,"FRENCH10750",10750,"y","hco_thankyou.php",NA,"18/03/2014","22:40:16","22:46:48","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MAGWJS)",11,"FRENCH",1198,12345,6,2,6,5,2,6,3,8,3,2,2,1,9,2,3,4,2,1,1,10,3,8,8,6,10,4,6,7,4,7,"","","","","","","","","","","none",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,3,NA,3,NA,3,NA,3,NA,4,NA,4,NA,3,NA,4,NA,3,NA,"female","college","morethan20","G6C","no","no","CPC",7,2,"45to54",""
"193","QC",410181510,NA,"FRENCH10751",10751,"y","hco_thankyou.php",NA,"18/03/2014","22:41:56","22:53:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1199,54321,1,10,1,9,2,9,5,2,9,4,2,1,10,10,1,6,2,3,3,8,5,7,8,9,8,8,9,2,2,9,"checked","","checked","","checked","","","","checked","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,3,NA,"male","somepost","morethan20","G0J","no","no","liberal",3,3,"45to54",""
"194","QC",410040710,NA,"FRENCH10752",10752,"y","hco_thankyou.php",NA,"18/03/2014","22:43:45","22:49:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1200,12345,5,2,10,8,3,8,9,2,9,2,2,10,4,4,5,1,7,10,7,7,8,10,1,10,3,3,10,6,2,8,"","","","","","","","","","","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","HS","morethan20","j3m","no","no","noresponse",1,5,"45to54",""
"195","QC",410157390,NA,"FRENCH10753",10753,"y","hco_thankyou.php",NA,"18/03/2014","22:48:05","22:58:52","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"FRENCH",1201,54321,4,2,1,10,7,10,9,2,9,7,7,5,8,3,1,3,3,10,1,3,10,2,2,10,6,2,6,5,2,10,"","","","","","","","","","","none",1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,2,NA,2,NA,3,NA,4,NA,3,NA,1,NA,4,NA,3,NA,4,NA,"male","bachelors","morethan20","J7T","no","no","NDP",7,4,"35to44",""
"196","QC",410149065,NA,"FRENCH10754",10754,"y","hco_thankyou.php",NA,"18/03/2014","22:49:31","22:56:32","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"FRENCH",1202,12345,6,7,8,5,5,9,7,7,9,1,7,1,8,3,9,3,3,8,4,5,1,9,7,9,2,2,9,10,7,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",4,NA,4,NA,3,NA,3,NA,3,NA,4,NA,3,NA,4,NA,5,NA,4,NA,"female","college","morethan20","J0h","no","no","green",2,1,"25to34",""
"198","QC",410164547,NA,"FRENCH10756",10756,"y","hco_thankyou.php",NA,"18/03/2014","22:54:04","23:06:15","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1204,12345,3,5,3,2,8,9,4,4,6,6,8,6,1,10,7,8,3,1,7,5,9,10,10,1,9,2,9,5,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,"female","HS","morethan20","j0b","no","no","dontknow",2,4,"35to44",""
"202","QC",410202673,NA,"FRENCH10760",10760,"y","hco_thankyou.php",NA,"18/03/2014","23:23:36","23:28:53","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NP06; rv:11.0) like Gecko",11,"FRENCH",1208,12345,5,6,10,8,3,8,9,3,9,2,1,8,4,6,5,1,3,10,7,7,8,3,3,8,6,3,8,10,7,10,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,4,NA,3,NA,4,NA,5,NA,3,NA,3,NA,4,NA,4,NA,4,NA,"female","college","morethan20","G3J","no","no","dontknow",1,2,"20to24",""
"203","QC",410146479,NA,"FRENCH10761",10761,"y","hco_thankyou.php",NA,"18/03/2014","23:25:46","23:30:59","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1209,54321,2,2,10,10,7,10,4,2,4,1,7,10,5,2,10,7,7,4,3,3,10,6,2,8,9,2,4,8,3,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,3,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","j3n","no","no","Bloc",4,2,"25to34",""
"204","QC",410142594,NA,"FRENCH10762",10762,"y","hco_thankyou.php",NA,"18/03/2014","23:27:35","23:35:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1210,12345,5,10,9,7,4,9,8,3,9,10,4,1,3,4,5,4,4,5,6,3,6,9,7,9,2,2,9,1,3,1,"","","","","","","","checked","","","none",NA,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","g6w","no","no","noresponse",4,3,"35to44",""
"205","QC",410214729,NA,"FRENCH10763",10763,"y","hco_thankyou.php",NA,"18/03/2014","23:29:45","23:38:06","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1211,54321,4,2,1,5,2,9,9,7,9,10,4,1,7,7,9,6,2,8,8,8,1,3,4,5,1,3,1,2,2,9,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,NA,NA,"","3to6yr",4,NA,2,NA,3,NA,2,NA,5,NA,3,NA,2,NA,4,NA,5,NA,4,NA,"male","college","morethan20","h8y","no","no","dontknow",5,2,"35to44",""
"206","QC",410154348,NA,"FRENCH10764",10764,"y","hco_thankyou.php",NA,"18/03/2014","23:36:03","23:41:33","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie10; rv:11.0) like Gecko",11,"FRENCH",1212,12345,5,2,9,2,2,1,3,3,10,8,3,1,6,2,6,4,2,1,7,7,9,1,3,1,10,7,1,9,2,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",5,NA,1,NA,3,NA,4,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"female","college","morethan20","g6j","no","no","CPC",4,4,"25to34",""
"207","QC",410028276,NA,"FRENCH10765",10765,"y","hco_thankyou.php",NA,"18/03/2014","23:39:13","23:52:55","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1213,54321,2,2,10,6,2,8,10,4,7,3,4,5,8,6,9,9,2,9,5,2,9,4,2,5,7,4,9,1,3,5,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,1,NA,NA,NA,3,NA,4,NA,3,NA,3,NA,4,NA,5,NA,3,NA,"female","bachelors","morethan20","H4H","no","no","Bloc",6,2,"25to34",""
"208","QC",410185540,NA,"FRENCH10766",10766,"y","hco_thankyou.php",NA,"18/03/2014","23:41:00","23:49:42","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",11,"FRENCH",1214,12345,7,7,9,8,3,8,10,4,10,2,1,10,6,3,8,9,3,9,4,4,5,3,3,8,5,6,10,1,3,10,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","H7G","no","no","NDP",4,5,"35to44",""
"209","QC",410187425,NA,"FRENCH10767",10767,"y","hco_thankyou.php",NA,"19/03/2014","0:01:15","0:08:40","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;FRCA)",11,"FRENCH",1215,54321,6,3,8,9,2,9,7,4,9,1,7,1,10,7,1,5,2,9,4,4,1,2,2,1,3,4,8,8,3,1,"","","","","","","","","","","none",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,4,NA,5,NA,4,NA,4,NA,"female","bachelors","2to5","G0M","no","no","liberal",3,4,"25to34","ce sondage a été super intéressant, merci!!!"
"210","QC",410030788,NA,"FRENCH10768",10768,"y","hco_thankyou.php",NA,"19/03/2014","0:03:24","0:15:19","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1216,12345,7,4,9,2,2,9,3,3,5,9,3,9,4,4,1,6,2,6,10,4,6,1,3,1,8,3,6,5,2,6,"","","","checked","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",5,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","J4T","no","no","NDP",5,1,"45to54",""
"211","QC",410189682,NA,"FRENCH10769",10769,"y","hco_thankyou.php",NA,"19/03/2014","0:07:44","0:22:49","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",11,"FRENCH",1217,54321,8,3,8,7,7,4,1,3,5,2,2,9,10,7,4,5,2,9,6,2,8,3,3,4,4,2,4,9,2,9,"","","","","checked","","","","","checked","none",NA,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,1,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","g2e","no","no","noresponse",6,4,"25to34",""
"212","QC",410021888,NA,"FRENCH10770",10770,"y","hco_thankyou.php",NA,"19/03/2014","0:13:05","0:20:18","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)",11,"FRENCH",1218,12345,2,2,1,7,7,9,4,2,1,6,2,3,5,2,10,1,7,1,9,2,3,10,7,1,3,8,3,8,8,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,4,NA,3,NA,5,NA,3,NA,3,NA,4,NA,5,NA,5,NA,"male","college","morethan20","j4w","no","no","noparty",6,2,"45to54",""
"213","QC",410146560,NA,"FRENCH10771",10771,"y","hco_thankyou.php",NA,"19/03/2014","0:14:29","0:25:02","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; BOIE9;FRCA; rv:11.0) like Gecko",11,"FRENCH",1219,54321,10,7,4,2,2,9,7,4,9,1,7,5,5,2,9,8,3,9,4,2,4,3,3,5,6,2,8,9,2,9,"","","checked","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,2,NA,3,NA,5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","G5B","no","no","dontknow",7,2,"45to54",""
"214","QC",410083022,NA,"FRENCH10772",10772,"y","hco_thankyou.php",NA,"19/03/2014","0:14:48","0:26:47","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"FRENCH",1220,12345,2,2,9,8,3,9,9,2,4,3,3,4,5,2,9,7,7,9,6,2,8,4,2,4,1,3,5,10,7,4,"","","","","","","","","","","5to9",1,NA,NA,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,2,NA,3,NA,5,NA,5,NA,4,NA,3,NA,4,NA,5,NA,5,NA,"male","bachelors","morethan20","H7r","no","no","noparty",7,3,"25to34",""
"216","QC",410163450,NA,"FRENCH10774",10774,"y","hco_thankyou.php",NA,"19/03/2014","0:18:48","0:27:04","Mozilla/5.0 (Windows NT 6.0; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1222,12345,8,3,1,5,2,9,6,3,8,1,3,7,7,4,9,10,4,1,4,2,6,3,10,5,9,4,9,2,10,1,"","","checked","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,3,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2,NA,"male","HS","morethan20","G0W","no","no","Bloc",6,3,"45to54",""
"218","QC",410145262,NA,"FRENCH10776",10776,"y","hco_thankyou.php",NA,"19/03/2014","0:29:09","0:38:02","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",11,"FRENCH",1224,12345,1,7,10,8,3,9,9,7,4,4,1,4,10,7,10,3,3,10,7,7,9,2,8,10,6,7,6,5,6,10,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,3,NA,3,NA,5,NA,4,NA,3,NA,3,NA,4,NA,5,NA,5,NA,"female","college","morethan20","j0h","no","no","green",5,5,"25to34",""
"219","QC",410016416,NA,"FRENCH10777",10777,"y","hco_thankyou.php",NA,"19/03/2014","0:29:22","0:38:28","Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1225,54321,4,2,1,6,8,7,9,2,7,2,9,1,10,4,7,5,2,6,7,4,8,8,3,6,1,3,7,3,3,8,"","","","","","","","","","","50to100",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",2,NA,2,NA,2,NA,2,NA,3,NA,2,NA,3,NA,2,NA,2,NA,3,NA,"female","somepost","morethan20","H3L","no","no","noresponse",4,1,"35to44",""
"220","QC",410162706,NA,"FRENCH10778",10778,"y","hco_thankyou.php",NA,"19/03/2014","0:37:49","0:47:08","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1226,12345,4,4,6,3,4,5,8,3,9,1,3,5,9,4,9,6,3,6,7,4,5,2,2,9,5,2,6,10,4,6,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,3,NA,3,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,4,NA,"female","college","morethan20","G3K","no","no","noresponse",5,2,"45to54",""
"222","QC",410019723,NA,"FRENCH10780",10780,"y","hco_thankyou.php",NA,"19/03/2014","0:43:13","0:49:11","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1228,12345,9,3,4,5,2,9,4,2,4,2,2,1,8,3,1,3,3,4,6,3,6,10,7,1,7,7,4,1,3,1,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,2,NA,4,NA,4,NA,5,NA,2,NA,3,NA,5,NA,5,NA,"female","bachelors","morethan20","J6V","no","no","NDP",3,3,"25to34",""
"223","QC",410079572,NA,"FRENCH10781",10781,"y","hco_thankyou.php",NA,"19/03/2014","0:44:16","1:03:18","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"FRENCH",1229,54321,7,7,5,2,2,10,5,2,10,8,6,1,4,2,1,1,3,10,10,7,10,3,3,10,6,2,8,9,2,9,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,3,NA,4,NA,4,NA,5,NA,"female","bachelors","morethan20","G0R","no","no","dontknow",6,4,"35to44",""
"224","QC",410163528,NA,"FRENCH10782",10782,"y","hco_thankyou.php",NA,"19/03/2014","0:45:53","0:54:12","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SIMBAR={429AFAAE-7A58-4654-B605-B2157059E136}; BTRS121199; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4",11,"FRENCH",1230,12345,2,2,9,8,3,9,9,2,9,3,3,5,5,2,9,7,8,9,6,2,6,4,2,4,1,3,1,10,10,1,"","","","checked","checked","","","checked","","checked","none",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,2,NA,3,NA,4,NA,3,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","j3g","no","no","noparty",5,4,"25to34",""
"225","QC",410212263,NA,"FRENCH10783",10783,"y","hco_thankyou.php",NA,"19/03/2014","0:46:50","1:01:04","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",11,"FRENCH",1231,54321,9,4,2,7,4,8,1,3,1,10,4,1,2,10,1,8,3,6,6,3,6,3,4,8,5,10,6,4,4,6,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,3,NA,"male","HS","morethan20","j3e","no","no","noresponse",5,3,"45to54",""
"226","QC",410095310,NA,"FRENCH10784",10784,"y","hco_thankyou.php",NA,"19/03/2014","0:47:31","0:56:32","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"FRENCH",1232,12345,8,8,1,5,2,9,6,2,3,1,7,1,7,8,9,10,7,1,4,2,1,3,8,5,9,2,9,2,2,1,"","","","","","","","","","","5to9",1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","G0L","no","no","dontknow",5,5,"45to54",""
"228","QC",410001929,NA,"FRENCH10786",10786,"y","hco_thankyou.php",NA,"19/03/2014","0:52:45","1:05:19","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1234,12345,1,3,1,8,6,1,9,2,9,4,2,1,10,4,1,3,4,3,7,4,9,2,2,1,6,2,3,5,2,9,"","","","","","","","","","","lessthan5",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,1,NA,4,NA,3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,3,NA,"female","bachelors","morethan20","g8y","no","no","NDP",6,4,"25to34",""
"230","QC",410208671,NA,"FRENCH10788",10788,"y","hco_thankyou.php",NA,"19/03/2014","1:17:29","1:30:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1236,12345,4,1,4,3,3,8,8,3,9,1,7,5,9,7,9,6,7,8,7,7,9,2,1,9,5,6,9,10,7,4,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,1,NA,5,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","college","morethan20","j4j","no","no","green",5,2,"25to34",""
"231","QC",410032481,NA,"FRENCH10789",10789,"y","hco_thankyou.php",NA,"19/03/2014","1:19:06","1:26:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1237,54321,10,7,1,5,2,9,6,3,6,9,2,9,4,2,1,8,3,9,2,2,1,7,7,9,3,3,10,1,7,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","j5k","yes","yes","green",3,1,"45to54",""
"232","QC",410087909,NA,"FRENCH10790",10790,"y","hco_thankyou.php",NA,"19/03/2014","1:19:50","1:26:27","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; BOIE9;ENCA; rv:11.0) like Gecko",11,"FRENCH",1238,12345,9,3,9,5,10,9,4,4,5,2,10,9,8,3,9,3,3,5,6,3,6,10,4,6,7,4,9,1,3,5,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,5,NA,3,NA,3,NA,5,NA,5,NA,3,NA,5,NA,5,NA,4,NA,"male","bachelors","morethan20","H1R","no","no","dontknow",5,3,"35to44",""
"233","QC",410160489,NA,"FRENCH10791",10791,"y","hco_thankyou.php",NA,"19/03/2014","1:59:54","2:06:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",11,"FRENCH",1239,54321,7,7,9,2,2,10,5,6,9,8,6,1,4,6,5,1,3,10,10,6,10,3,3,10,6,2,8,9,2,9,"","","","","","","","","","","10to29",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,2,NA,3,NA,4,NA,4,NA,3,NA,3,NA,5,NA,4,NA,4,NA,"male","bachelors","morethan20","h3j","yes","no","NDP",8,2,"35to44",""
"235","QC",410029346,NA,"FRENCH10793",10793,"y","hco_thankyou.php",NA,"19/03/2014","2:05:15","2:11:38","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"FRENCH",1241,54321,9,2,9,7,8,9,1,3,1,10,10,1,2,2,9,8,3,1,6,2,6,3,3,5,5,2,9,4,2,1,"","","","","","","","","","","30to49",1,1,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,"male","bachelors","morethan20","H2e","no","yes","NDP",7,3,"45to54",""
"236","QC",410060401,NA,"FRENCH10794",10794,"y","hco_thankyou.php",NA,"19/03/2014","2:09:45","2:18:38","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"FRENCH",1242,12345,8,3,9,5,2,9,6,3,8,1,3,10,7,4,9,10,4,10,4,4,5,3,3,5,9,3,9,2,2,9,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","j3n","no","no","Bloc",4,3,"45to54",""
"237","QC",410158320,NA,"FRENCH10795",10795,"y","hco_thankyou.php",NA,"19/03/2014","2:14:20","2:20:36","Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0",11,"FRENCH",1243,54321,5,2,10,9,2,4,2,2,9,6,2,8,3,3,4,1,1,5,7,7,4,10,6,10,4,2,4,8,6,8,"","","","","checked","","","","","","5to9",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","bachelors","6to10","","no","no","noresponse",3,NA,"35to44",""
