"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments","zeros","NAs","data2$repeated"
"142","BC","410066729",NA,"English156",156,"y","hco_thankyou.php",NA,"05/03/2014","19:12:29","19:20:05","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",NA,"English",2141,12345,9,2,9,10,7,10,7,7,9,6,2,8,3,3,10,8,3,9,5,2,9,2,2,9,1,3,10,4,2,5,"","","","","","","","","","","morethan100",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,2,NA,4,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","v6z","no","yes","green",9,"2","25to34","",0,0,0
"143","BC","410277243",NA,"English157",157,"y","hco_thankyou.php",NA,"05/03/2014","19:13:21","19:21:50","Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",2142,54321,10,7,1,6,2,6,9,4,7,7,4,8,8,3,1,3,4,8,2,2,1,5,2,6,1,3,1,4,4,6,"","","","","","","","","","","50to100",1,1,1,1,1,NA,1,NA,NA,"",NA,NA,NA,1,1,1,NA,NA,NA,"","atleast1wk",5,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","college","morethan20","V3e","no","no","CPC",5,"2","55to64","",0,0,0
"144","BC","410298430",NA,"English158",158,"y","hco_thankyou.php",NA,"05/03/2014","19:14:24","19:24:15","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",NA,"English",2143,12345,4,2,5,10,7,1,5,2,9,7,7,9,1,3,5,3,3,5,2,2,9,8,3,6,9,2,9,6,3,6,"","","","","","","","","","","5to9",NA,1,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","bachelors","11to20","v6y","no","no","CPC",5,"","25to34","",0,0,0
"145","BC","410187002",NA,"English159",159,"y","hco_thankyou.php",NA,"05/03/2014","19:14:26","19:23:59","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",NA,"English",2144,54321,9,7,9,2,2,10,3,3,5,1,7,10,6,7,6,8,3,9,5,2,10,4,2,4,7,7,4,10,7,4,"","","","","","","checked","","","","morethan100",1,NA,NA,NA,NA,NA,1,NA,1,"hiking along the ocean shores",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","V7E","no","yes","green",9,"2","65plus","",0,0,0
"147","BC","410140637",NA,"English161",161,"y","hco_thankyou.php",NA,"05/03/2014","19:15:00","19:21:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2146,54321,10,7,10,9,2,9,1,7,10,4,2,4,5,2,10,2,2,8,7,5,9,8,6,9,3,3,10,6,2,8,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,1,NA,4,NA,3,NA,4,NA,2,NA,2,NA,4,NA,4,NA,4,NA,"male","HS","morethan20","v9l","no","no","CPC",4,"2","55to64","build the pipeline and refinery now, they are the safest way to move oil, for desperately needed jobs and provincial income",0,0,1
"148","BC","410326940",NA,"English162",162,"y","hco_thankyou.php",NA,"05/03/2014","19:15:02","19:20:56","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2147,12345,6,7,8,7,7,9,4,2,1,3,10,4,10,7,1,5,2,9,2,2,9,1,7,1,8,8,9,9,7,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,3,NA,4,NA,4,NA,3,NA,3,NA,2,NA,5,NA,4,NA,3,NA,"male","graduate","morethan20","v3b","no","no","CPC",9,"2","55to64","",0,0,0
"149","BC","410295122",NA,"English163",163,"y","hco_thankyou.php",NA,"05/03/2014","19:15:07","19:19:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2148,54321,7,8,9,6,2,6,8,6,9,10,10,7,4,2,5,2,2,9,1,7,5,3,8,5,9,2,9,5,2,5,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,1,NA,3,NA,3,NA,5,NA,3,NA,1,NA,1,NA,5,NA,5,NA,"female","bachelors","morethan20","V7E","yes","no","noparty",4,"2","25to34","",0,0,0
"150","BC","410320180",NA,"English164",164,"y","hco_thankyou.php",NA,"05/03/2014","19:15:20","19:28:05","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",2149,12345,9,2,9,8,3,9,3,3,5,7,7,9,2,2,9,4,2,5,5,2,9,6,7,6,1,7,5,10,7,1,"","","","","","","","","","","50to100",NA,NA,NA,NA,NA,NA,1,NA,1,"walking the beach",NA,NA,NA,NA,NA,NA,1,NA,NA,"","1to2month",4,NA,2,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","v9c","no","dontknow","dontknow",4,"1","55to64","",0,0,0
"151","BC","410048352",NA,"English165",165,"y","hco_thankyou.php",NA,"05/03/2014","19:15:56","19:20:38","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",NA,"English",2150,54321,9,2,0,10,4,7,7,7,9,6,2,6,3,3,4,8,8,9,5,2,9,2,2,9,1,3,5,4,2,6,"","","","","","checked","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",NA,NA,1,NA,4,NA,3,NA,5,NA,5,NA,5,NA,4,NA,4,NA,4,NA,"male","college","morethan20","v4e","no","no","CPC",5,"2","55to64","",1,0,0
"152","BC","410332411",NA,"English166",166,"y","hco_thankyou.php",NA,"05/03/2014","19:17:24","19:25:45","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",NA,"English",2151,12345,10,4,6,6,7,6,9,4,9,7,4,9,8,8,9,3,4,10,2,8,9,5,5,6,1,7,10,4,4,6,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,NA,"","7to11yr",5,NA,5,NA,4,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,"male","college","morethan20","V0J","no","no","NDP",4,"2","65plus","",0,0,0
"153","BC","410099644",NA,"English167",167,"y","hco_thankyou.php",NA,"05/03/2014","19:19:04","19:24:52","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",NA,"English",2152,54321,4,6,1,10,6,10,5,6,9,7,7,9,1,3,10,3,3,10,2,2,9,8,3,9,9,3,9,6,3,8,"","","","","","","","","","","lessthan5",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,4,NA,3,NA,4,NA,3,NA,3,NA,3,NA,3,NA,5,NA,4,NA,"female","HS","morethan20","v2x","no","no","dontknow",2,"3","25to34","",0,0,0
"156","BC","410108460",NA,"English170",170,"y","hco_thankyou.php",NA,"05/03/2014","19:23:27","19:29:46","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2155,12345,10,7,10,9,3,9,1,3,10,4,2,5,5,2,5,2,2,10,7,7,5,8,3,9,3,3,5,6,3,6,"","","","","","","","","","","50to100",NA,NA,NA,NA,NA,1,1,NA,1,"walking the seashore",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,1,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","college","morethan20","V0J","yes","yes","NDP",9,"2","65plus","One of the biggest threats to our Pacific salmon are the open net fish farms. They pollute the water, destroy biodiversity, use natural resources for artificial stocks and spread both sea lice and disease.",0,0,0
"157","BC","410035764",NA,"English171",171,"y","hco_thankyou.php",NA,"05/03/2014","19:25:20","19:39:41","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",2156,54321,6,2,6,7,5,9,4,2,6,3,5,10,10,7,10,5,2,9,2,2,9,1,7,10,8,8,9,9,2,9,"","","","","","","","","","","30to49",NA,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,1,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","college","morethan20","v8x","no","no","noparty",7,"3","45to54","",0,0,0
"158","BC","410222541",NA,"English172",172,"y","hco_thankyou.php",NA,"05/03/2014","19:26:39","19:32:47","Mozilla/5.0 (Windows NT 6.1; rv:26.0) Gecko/20100101 Firefox/26.0",NA,"English",2157,12345,7,7,9,6,7,6,8,3,1,10,7,10,4,2,4,2,2,10,1,7,5,3,3,8,9,3,4,5,2,5,"","","","","","","","","","","30to49",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","v6h","no","no","noresponse",3,"1","25to34","",0,0,0
"159","BC","410189260",NA,"English173",173,"y","hco_thankyou.php",NA,"05/03/2014","19:32:09","19:40:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",NA,"English",2158,54321,9,2,7,8,3,8,3,3,8,7,4,9,2,2,9,4,2,5,5,2,9,6,3,8,1,3,5,10,4,10,"","","","","","","","checked","","","morethan100",NA,NA,NA,NA,NA,NA,NA,NA,1,"walking on the seawall",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,2,NA,2,NA,4,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","v9k","yes","no","liberal",9,"2","65plus","",0,0,0
"160","BC","410319861",NA,"English174",174,"y","hco_thankyou.php",NA,"05/03/2014","19:32:35","19:41:19","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; yie9)",NA,"English",2159,12345,9,3,9,10,6,1,7,7,9,6,3,8,3,3,8,8,3,9,5,6,9,2,2,9,1,3,1,4,2,1,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,1,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","v7c","no","dontknow","green",5,"2","55to64","",0,0,0
"161","BC","410327882",NA,"English175",175,"y","hco_thankyou.php",NA,"05/03/2014","19:36:37","19:47:22","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;ENUS)",NA,"English",2160,54321,10,4,1,6,2,6,9,2,9,7,4,9,8,3,1,3,4,5,2,2,1,5,2,9,1,3,1,4,2,1,"","","","","","","","","","","30to49",NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","V9K","no","no","CPC",9,"2","65plus","",0,0,0
"162","BC","410279832",NA,"English176",176,"y","hco_thankyou.php",NA,"05/03/2014","19:36:46","19:45:01","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.3; Trident/7.0; Touch; .NET4.0E; .NET4.0C; Tablet PC 2.0; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; McAfee)",NA,"English",2161,12345,4,4,1,10,4,1,5,10,9,7,4,9,1,3,1,3,4,5,2,10,9,8,3,9,9,4,9,6,3,6,"","","","","","","","","","","morethan100",1,1,1,NA,1,NA,NA,NA,1,"tubing",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,4,NA,3,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,3,NA,"male","graduate","morethan20","v3h","no","no","CPC",5,"4","45to54","",0,0,0
"163","BC","410338887",NA,"English177",177,"y","hco_thankyou.php",NA,"05/03/2014","19:39:18","19:46:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2162,54321,9,7,9,2,8,9,3,8,4,1,7,1,6,7,3,8,8,1,5,10,9,7,7,9,10,7,1,4,6,1,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,3,NA,3,NA,4,NA,3,NA,3,NA,3,NA,4,NA,3,NA,"female","bachelors","morethan20","v3w","no","no","noparty",4,"2","45to54","",0,0,0
"164","BC","410130607",NA,"English178",178,"y","hco_thankyou.php",NA,"05/03/2014","19:41:00","19:47:47","Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2163,12345,8,3,9,5,2,9,9,3,9,6,2,8,1,3,5,4,2,4,7,7,9,10,1,4,3,3,5,2,2,9,"","","","","","","","","checked","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","v0x","no","no","noresponse",9,"2","65plus","",0,0,0
"165","BC","410213149",NA,"English179",179,"y","hco_thankyou.php",NA,"05/03/2014","19:45:55","19:55:25","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2164,54321,8,3,9,3,3,4,7,7,9,9,3,4,6,7,3,5,6,9,2,8,9,1,3,10,4,1,4,10,6,4,"","","","","","","","","","","30to49",NA,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","somepost","11to20","v3h","no","no","green",4,"2","25to34","",0,0,0
"166","BC","410176580",NA,"English180",180,"y","hco_thankyou.php",NA,"05/03/2014","19:46:43","0:28:43","Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2165,12345,3,3,4,9,3,9,1,3,1,4,2,4,6,3,6,10,7,4,7,7,9,5,2,9,8,3,9,2,2,9,"","","","","","","","","","","10to29",1,1,NA,1,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,4,NA,3,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","T1J","yes","yes","dontknow",4,"1","35to44","",0,0,0
"167","BC","410293417",NA,"English181",181,"y","hco_thankyou.php",NA,"05/03/2014","19:51:45","22:51:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2166,54321,10,7,10,8,3,6,1,7,10,3,8,10,7,7,4,5,5,10,4,2,4,6,7,6,9,7,4,2,8,0,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","v8r","yes","yes","green",3,"2","65plus","",1,0,0
"168","BC","410315344",NA,"English182",182,"y","hco_thankyou.php",NA,"05/03/2014","19:52:31","20:05:41","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;ENCA)",NA,"English",2167,12345,10,10,7,9,2,9,8,3,9,2,2,9,1,3,1,5,2,9,4,2,5,7,4,9,3,3,5,6,2,8,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,2,NA,2,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","college","morethan20","V2A","no","no","liberal",4,"2","65plus","",0,0,0
"169","BC","410228244",NA,"English183",183,"y","hco_thankyou.php",NA,"05/03/2014","19:52:40","20:03:46","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2168,54321,10,7,10,4,2,1,7,8,4,6,2,6,2,2,1,3,3,4,9,2,4,8,3,1,1,3,1,5,2,10,"","","","","","","","","","","50to100",NA,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,2,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","v5w","no","yes","dontknow",5,"3","45to54","",0,0,0
"170","BC","410130741",NA,"English184",184,"y","hco_thankyou.php",NA,"05/03/2014","19:52:55","20:09:08","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",2169,12345,1,3,10,4,2,1,6,3,6,10,7,10,3,3,10,8,3,9,7,7,9,2,8,9,9,7,9,5,2,9,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","college","morethan20","V9Z","dontknow","no","liberal",4,"2","65plus","I was interesting",0,0,0
"171","BC","410129544",NA,"English185",185,"y","hco_thankyou.php",NA,"05/03/2014","19:55:02","20:00:39","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",NA,"English",2170,54321,10,6,10,2,2,9,1,1,10,5,2,9,4,2,4,9,2,9,3,3,10,8,3,9,6,2,8,7,7,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",3,NA,1,NA,4,NA,5,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","V2E","no","no","noparty",4,"2","25to34","",0,0,0
"172","BC","410333225",NA,"English186",186,"y","hco_thankyou.php",NA,"05/03/2014","19:56:48","20:12:15","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",NA,"English",2171,12345,1,1,10,4,2,4,8,1,8,5,2,10,7,7,8,2,2,10,6,2,3,3,3,10,9,2,9,10,7,10,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",3,NA,1,NA,3,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,"female","college","morethan20","V2B","no","no","noresponse",5,"2","55to64","",0,0,0
"173","BC","410003152",NA,"English187",187,"y","hco_thankyou.php",NA,"05/03/2014","20:00:21","20:06:41","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",NA,"English",2172,54321,2,2,8,3,3,5,9,2,7,1,3,7,4,2,5,5,2,9,6,2,7,10,1,7,7,4,7,8,3,9,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","V7J","yes","no","CPC",6,"2","55to64","",0,0,0
"174","BC","410017318",NA,"English188",188,"y","hco_thankyou.php",NA,"05/03/2014","20:01:04","20:05:57","Mozilla/5.0 (Linux; Android 4.1.1; GT-P5113 Build/JRO03C) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Safari/535.19",NA,"English",2173,12345,4,2,5,5,2,5,7,8,9,3,8,5,6,2,6,1,10,5,8,8,9,10,4,6,9,2,9,2,2,9,"","","","","","","","","","","dontknow",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"female","somepost","","v3s","yes","dontknow","dontknow",9,"2","25to34","",0,0,0
"175","BC","410108150",NA,"English189",189,"y","hco_thankyou.php",NA,"05/03/2014","20:02:26","20:10:02","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",NA,"English",2174,54321,8,3,6,3,3,5,7,7,5,9,3,2,6,7,6,5,10,5,2,8,2,1,3,5,4,4,6,10,7,6,"","","","","","","","","","","30to49",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,5,NA,3,NA,4,NA,5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,"male","somepost","morethan20","V9A","no","no","liberal",5,"2","65plus","",0,0,0
"176","BC","410179359",NA,"English190",190,"y","hco_thankyou.php",NA,"05/03/2014","20:02:55","20:17:21","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2175,12345,3,3,5,9,7,9,1,7,1,4,4,1,6,3,6,10,7,6,7,8,9,5,2,6,8,3,6,2,8,1,"checked","","","checked","checked","","checked","checked","","checked","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","V3N","no","no","liberal",4,"2","55to64","Very interesting topics.",0,0,0
"177","BC","410323811",NA,"English191",191,"y","hco_thankyou.php",NA,"05/03/2014","20:04:11","20:11:12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:27.0) Gecko/20100101 Firefox/27.0",NA,"English",2176,54321,10,7,1,8,3,9,1,3,1,3,3,10,7,7,9,5,2,9,4,2,1,6,7,2,9,3,9,2,2,9,"","","","","","","","","","checked","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,3,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","V8M","yes","no","green",9,"3","65plus","",0,0,0
"178","BC","410207218",NA,"English192",192,"y","hco_thankyou.php",NA,"05/03/2014","20:05:26","20:11:05","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",NA,"English",2177,12345,10,4,0,9,2,7,8,6,3,2,9,1,1,3,7,5,2,6,4,2,1,7,4,7,3,4,5,6,2,6,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,"male","college","morethan20","V5J","no","no","CPC",9,"","55to64","",1,0,0
"180","BC","410138366",NA,"English194",194,"y","hco_thankyou.php",NA,"05/03/2014","20:08:28","20:17:17","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MAARJS)",NA,"English",2179,12345,1,3,1,4,4,1,6,3,6,10,4,1,3,3,5,8,3,9,7,4,9,2,10,9,9,4,9,5,10,5,"","","","","","","","","","","10to29",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","college","morethan20","V3R","no","no","CPC",5,"3","65plus","Seafood is very important for one's diet. Also, natural resources such as oil and gas are a necessary asset that needs to be utilized in maintaining federal and provincial budgets.",0,0,0
"181","BC","410296742",NA,"English195",195,"y","hco_thankyou.php",NA,"05/03/2014","20:09:26","20:13:41","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",NA,"English",2180,54321,10,7,1,2,2,9,1,7,5,5,2,9,4,2,1,9,2,9,3,3,5,8,6,9,6,2,8,7,7,9,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,3,NA,3,NA,3,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","graduate","2to5","v6e","no","no","noparty",5,"","25to34","",0,0,0
